,Respondent,LanguageWorkedWith
2331,5649,Bash/Shell/PowerShell
2331,5649,C#
2331,5649,F#
2331,5649,HTML/CSS
2331,5649,JavaScript
2331,5649,SQL
2331,5649,TypeScript
2332,5653,Assembly
2332,5653,Bash/Shell/PowerShell
2332,5653,C
2332,5653,C++
2332,5653,Java
2332,5653,Python
2332,5653,Rust
2333,5654,C++
2333,5654,HTML/CSS
2333,5654,Java
2333,5654,JavaScript
2333,5654,PHP
2333,5654,Python
2333,5654,SQL
2334,5656,C++
2334,5656,C#
2334,5656,HTML/CSS
2334,5656,JavaScript
2334,5656,SQL
2335,5658,C
2335,5658,C++
2335,5658,C#
2335,5658,Java
2336,5661,HTML/CSS
2336,5661,JavaScript
2337,5662,Go
2337,5662,HTML/CSS
2337,5662,JavaScript
2337,5662,Python
2337,5662,SQL
2338,5666,C#
2338,5666,HTML/CSS
2338,5666,Java
2338,5666,JavaScript
2338,5666,PHP
2338,5666,Python
2338,5666,SQL
2339,5669,HTML/CSS
2339,5669,Java
2339,5669,JavaScript
2339,5669,Objective-C
2339,5669,PHP
2339,5669,Python
2339,5669,Ruby
2339,5669,SQL
2339,5669,Swift
2340,5671,C++
2340,5671,C#
2340,5671,HTML/CSS
2340,5671,Java
2340,5671,JavaScript
2340,5671,SQL
2340,5671,TypeScript
2341,5673,C#
2341,5673,HTML/CSS
2341,5673,Java
2341,5673,JavaScript
2342,5675,HTML/CSS
2342,5675,JavaScript
2342,5675,Ruby
2342,5675,SQL
2342,5675,Swift
2343,5676,Bash/Shell/PowerShell
2343,5676,HTML/CSS
2343,5676,JavaScript
2343,5676,PHP
2343,5676,Ruby
2343,5676,SQL
2344,5677,C#
2344,5677,HTML/CSS
2344,5677,Java
2344,5677,JavaScript
2344,5677,Kotlin
2345,5680,Bash/Shell/PowerShell
2345,5680,C#
2345,5680,HTML/CSS
2345,5680,JavaScript
2345,5680,SQL
2346,5683,C#
2346,5683,HTML/CSS
2346,5683,JavaScript
2346,5683,SQL
2346,5683,TypeScript
2347,5691,Bash/Shell/PowerShell
2347,5691,Java
2347,5691,JavaScript
2347,5691,SQL
2348,5692,HTML/CSS
2348,5692,JavaScript
2348,5692,PHP
2348,5692,Python
2348,5692,SQL
2348,5692,TypeScript
2349,5693,C#
2349,5693,HTML/CSS
2349,5693,JavaScript
2349,5693,SQL
2350,5694,Bash/Shell/PowerShell
2350,5694,JavaScript
2351,5696,Bash/Shell/PowerShell
2351,5696,HTML/CSS
2351,5696,Java
2351,5696,JavaScript
2351,5696,Python
2351,5696,TypeScript
2351,5696,Other(s):
2352,5699,Bash/Shell/PowerShell
2352,5699,Dart
2352,5699,Go
2352,5699,Java
2352,5699,Kotlin
2352,5699,Python
2352,5699,Scala
2353,5703,C++
2353,5703,Java
2353,5703,Python
2354,5704,Java
2354,5704,JavaScript
2354,5704,Python
2355,5708,JavaScript
2355,5708,TypeScript
2356,5710,Bash/Shell/PowerShell
2356,5710,Go
2356,5710,HTML/CSS
2356,5710,Java
2356,5710,Python
2357,5713,Bash/Shell/PowerShell
2357,5713,HTML/CSS
2357,5713,JavaScript
2357,5713,Python
2357,5713,Ruby
2357,5713,SQL
2358,5715,HTML/CSS
2358,5715,SQL
2359,5718,Bash/Shell/PowerShell
2359,5718,HTML/CSS
2359,5718,JavaScript
2359,5718,PHP
2359,5718,Python
2359,5718,R
2359,5718,SQL
2360,5719,Bash/Shell/PowerShell
2360,5719,C#
2360,5719,F#
2360,5719,HTML/CSS
2360,5719,JavaScript
2360,5719,Python
2360,5719,SQL
2360,5719,TypeScript
2361,5720,Bash/Shell/PowerShell
2361,5720,HTML/CSS
2361,5720,Java
2361,5720,JavaScript
2361,5720,Python
2361,5720,SQL
2362,5721,HTML/CSS
2362,5721,JavaScript
2362,5721,Ruby
2362,5721,SQL
2363,5722,Bash/Shell/PowerShell
2363,5722,C#
2363,5722,HTML/CSS
2363,5722,JavaScript
2363,5722,PHP
2363,5722,SQL
2363,5722,TypeScript
2364,5723,C
2364,5723,C++
2364,5723,Java
2364,5723,Python
2365,5725,Assembly
2365,5725,Bash/Shell/PowerShell
2365,5725,C
2365,5725,HTML/CSS
2365,5725,Java
2365,5725,JavaScript
2365,5725,Python
2365,5725,R
2365,5725,SQL
2366,5727,HTML/CSS
2366,5727,JavaScript
2366,5727,PHP
2366,5727,SQL
2367,5728,Bash/Shell/PowerShell
2367,5728,C
2367,5728,C++
2367,5728,C#
2367,5728,HTML/CSS
2367,5728,JavaScript
2367,5728,PHP
2367,5728,Python
2367,5728,SQL
2368,5730,C#
2368,5730,HTML/CSS
2368,5730,JavaScript
2368,5730,PHP
2368,5730,Python
2368,5730,SQL
2369,5732,Bash/Shell/PowerShell
2369,5732,HTML/CSS
2369,5732,JavaScript
2369,5732,PHP
2369,5732,SQL
2370,5736,C#
2370,5736,HTML/CSS
2370,5736,JavaScript
2370,5736,SQL
2370,5736,TypeScript
2371,5737,Go
2371,5737,HTML/CSS
2371,5737,JavaScript
2371,5737,Ruby
2371,5737,SQL
2372,5738,Bash/Shell/PowerShell
2372,5738,C#
2372,5738,HTML/CSS
2372,5738,JavaScript
2372,5738,PHP
2372,5738,SQL
2372,5738,VBA
2373,5739,C#
2373,5739,Go
2373,5739,HTML/CSS
2373,5739,Java
2373,5739,JavaScript
2373,5739,PHP
2373,5739,SQL
2373,5739,TypeScript
2374,5742,C#
2374,5742,F#
2374,5742,HTML/CSS
2374,5742,Objective-C
2374,5742,TypeScript
2375,5744,Bash/Shell/PowerShell
2375,5744,C#
2375,5744,HTML/CSS
2375,5744,JavaScript
2375,5744,SQL
2376,5746,HTML/CSS
2376,5746,JavaScript
2376,5746,SQL
2376,5746,TypeScript
2377,5747,C++
2377,5747,HTML/CSS
2377,5747,Java
2377,5747,JavaScript
2377,5747,PHP
2377,5747,Python
2377,5747,R
2377,5747,SQL
2378,5748,C#
2378,5748,HTML/CSS
2378,5748,JavaScript
2378,5748,SQL
2379,5750,Bash/Shell/PowerShell
2379,5750,HTML/CSS
2379,5750,Java
2379,5750,JavaScript
2379,5750,Scala
2379,5750,SQL
2380,5751,JavaScript
2381,5753,HTML/CSS
2381,5753,JavaScript
2381,5753,Python
2381,5753,TypeScript
2382,5755,Bash/Shell/PowerShell
2382,5755,HTML/CSS
2382,5755,Java
2382,5755,JavaScript
2382,5755,SQL
2383,5758,Bash/Shell/PowerShell
2383,5758,C#
2383,5758,Java
2383,5758,Python
2384,5759,Bash/Shell/PowerShell
2384,5759,HTML/CSS
2384,5759,Java
2384,5759,JavaScript
2384,5759,Kotlin
2384,5759,PHP
2384,5759,SQL
2384,5759,TypeScript
2385,5763,Bash/Shell/PowerShell
2385,5763,C
2385,5763,HTML/CSS
2385,5763,Java
2385,5763,JavaScript
2385,5763,Python
2386,5769,Bash/Shell/PowerShell
2386,5769,Python
2386,5769,Ruby
2386,5769,SQL
2387,5771,C++
2387,5771,C#
2387,5771,JavaScript
2387,5771,Python
2387,5771,SQL
2388,5776,HTML/CSS
2388,5776,JavaScript
2388,5776,PHP
2388,5776,SQL
2389,5780,Bash/Shell/PowerShell
2389,5780,C#
2389,5780,HTML/CSS
2389,5780,Java
2389,5780,JavaScript
2389,5780,PHP
2389,5780,Python
2389,5780,SQL
2390,5782,Java
2391,5783,Bash/Shell/PowerShell
2391,5783,C++
2391,5783,Go
2391,5783,HTML/CSS
2391,5783,JavaScript
2391,5783,Python
2391,5783,TypeScript
2392,5785,Bash/Shell/PowerShell
2392,5785,Python
2393,5786,C#
2393,5786,JavaScript
2393,5786,SQL
2394,5787,Swift
2395,5790,HTML/CSS
2395,5790,JavaScript
2395,5790,TypeScript
2396,5791,Java
2397,5796,Bash/Shell/PowerShell
2397,5796,HTML/CSS
2397,5796,JavaScript
2397,5796,PHP
2398,5798,Java
2398,5798,PHP
2398,5798,SQL
2399,5803,C#
2399,5803,Elixir
2399,5803,Go
2399,5803,HTML/CSS
2399,5803,JavaScript
2399,5803,TypeScript
2400,5804,Bash/Shell/PowerShell
2400,5804,HTML/CSS
2400,5804,JavaScript
2400,5804,PHP
2400,5804,SQL
2401,5806,Bash/Shell/PowerShell
2401,5806,SQL
2402,5811,Assembly
2402,5811,HTML/CSS
2402,5811,Java
2402,5811,JavaScript
2402,5811,PHP
2402,5811,SQL
2402,5811,TypeScript
2403,5812,Bash/Shell/PowerShell
2403,5812,C
2403,5812,C++
2403,5812,Go
2403,5812,HTML/CSS
2403,5812,Python
2403,5812,Other(s):
2404,5815,Bash/Shell/PowerShell
2404,5815,C#
2404,5815,HTML/CSS
2404,5815,SQL
2404,5815,TypeScript
2405,5817,C#
2405,5817,JavaScript
2405,5817,SQL
2406,5827,Bash/Shell/PowerShell
2406,5827,Go
2406,5827,HTML/CSS
2406,5827,Java
2406,5827,JavaScript
2406,5827,Python
2406,5827,SQL
2407,5828,HTML/CSS
2407,5828,JavaScript
2408,5829,HTML/CSS
2408,5829,JavaScript
2408,5829,Python
2408,5829,SQL
2408,5829,TypeScript
2409,5830,Bash/Shell/PowerShell
2409,5830,C++
2409,5830,C#
2409,5830,Python
2409,5830,SQL
2410,5834,C#
2410,5834,HTML/CSS
2410,5834,JavaScript
2410,5834,PHP
2410,5834,Python
2410,5834,SQL
2411,5838,Java
2411,5838,Objective-C
2411,5838,Python
2411,5838,Ruby
2411,5838,Rust
2411,5838,SQL
2411,5838,Swift
2412,5839,HTML/CSS
2412,5839,Java
2412,5839,JavaScript
2412,5839,SQL
2413,5841,Bash/Shell/PowerShell
2413,5841,C#
2413,5841,JavaScript
2413,5841,SQL
2413,5841,TypeScript
2414,5844,Bash/Shell/PowerShell
2414,5844,C++
2414,5844,Java
2414,5844,Python
2415,5847,C
2415,5847,C++
2415,5847,Clojure
2415,5847,Elixir
2415,5847,Erlang
2415,5847,HTML/CSS
2415,5847,JavaScript
2415,5847,Kotlin
2415,5847,Python
2415,5847,Rust
2415,5847,SQL
2415,5847,Other(s):
2416,5848,HTML/CSS
2416,5848,JavaScript
2416,5848,PHP
2416,5848,SQL
2417,5850,C#
2417,5850,HTML/CSS
2417,5850,Java
2417,5850,JavaScript
2417,5850,TypeScript
2417,5850,VBA
2418,5852,C#
2418,5852,HTML/CSS
2418,5852,JavaScript
2418,5852,Kotlin
2419,5853,C
2419,5853,C++
2419,5853,C#
2419,5853,Java
2419,5853,Python
2420,5854,HTML/CSS
2420,5854,JavaScript
2420,5854,Ruby
2420,5854,Scala
2420,5854,SQL
2421,5856,Assembly
2421,5856,Bash/Shell/PowerShell
2421,5856,C
2421,5856,C++
2421,5856,C#
2421,5856,Erlang
2421,5856,F#
2421,5856,Go
2421,5856,Java
2421,5856,JavaScript
2422,5858,C
2422,5858,C++
2422,5858,C#
2422,5858,HTML/CSS
2422,5858,JavaScript
2422,5858,PHP
2422,5858,SQL
2423,5859,HTML/CSS
2423,5859,Java
2423,5859,SQL
2424,5860,Bash/Shell/PowerShell
2424,5860,HTML/CSS
2424,5860,JavaScript
2424,5860,PHP
2425,5861,C
2425,5861,HTML/CSS
2425,5861,Java
2425,5861,Kotlin
2425,5861,Python
2425,5861,Swift
2426,5862,HTML/CSS
2426,5862,PHP
2426,5862,TypeScript
2427,5864,Bash/Shell/PowerShell
2427,5864,C#
2427,5864,HTML/CSS
2427,5864,JavaScript
2427,5864,Python
2427,5864,SQL
2427,5864,TypeScript
2428,5866,C++
2428,5866,HTML/CSS
2428,5866,Java
2428,5866,JavaScript
2428,5866,PHP
2428,5866,SQL
2428,5866,VBA
2429,5868,Bash/Shell/PowerShell
2429,5868,C#
2429,5868,HTML/CSS
2429,5868,JavaScript
2429,5868,PHP
2429,5868,SQL
2429,5868,TypeScript
2430,5875,Bash/Shell/PowerShell
2430,5875,C
2430,5875,C++
2430,5875,Java
2430,5875,Python
2430,5875,SQL
2431,5879,C#
2431,5879,HTML/CSS
2431,5879,Java
2431,5879,JavaScript
2431,5879,SQL
2432,5881,Bash/Shell/PowerShell
2432,5881,Clojure
2432,5881,HTML/CSS
2432,5881,Java
2432,5881,JavaScript
2432,5881,SQL
2433,5882,C++
2433,5882,HTML/CSS
2433,5882,Java
2433,5882,JavaScript
2433,5882,SQL
2433,5882,TypeScript
2434,5883,JavaScript
2434,5883,Python
2434,5883,Ruby
2434,5883,Swift
2435,5885,C
2435,5885,C#
2435,5885,HTML/CSS
2435,5885,Java
2435,5885,JavaScript
2435,5885,PHP
2435,5885,SQL
2435,5885,TypeScript
2436,5891,C#
2436,5891,SQL
2437,5892,Assembly
2437,5892,Bash/Shell/PowerShell
2437,5892,C
2437,5892,C++
2437,5892,C#
2437,5892,HTML/CSS
2437,5892,Java
2437,5892,JavaScript
2437,5892,Python
2437,5892,SQL
2437,5892,TypeScript
2437,5892,WebAssembly
2438,5896,HTML/CSS
2438,5896,JavaScript
2438,5896,PHP
2438,5896,SQL
2439,5901,Java
2439,5901,SQL
2440,5910,Bash/Shell/PowerShell
2440,5910,HTML/CSS
2440,5910,Java
2440,5910,JavaScript
2440,5910,SQL
2441,5912,Python
2441,5912,SQL
2442,5913,C
2442,5913,C++
2442,5913,Python
2443,5917,HTML/CSS
2443,5917,JavaScript
2443,5917,PHP
2443,5917,Ruby
2444,5919,Bash/Shell/PowerShell
2444,5919,C++
2444,5919,C#
2444,5919,Dart
2444,5919,F#
2444,5919,HTML/CSS
2444,5919,Java
2444,5919,JavaScript
2444,5919,Kotlin
2444,5919,Objective-C
2444,5919,SQL
2444,5919,Swift
2444,5919,TypeScript
2445,5920,Bash/Shell/PowerShell
2445,5920,HTML/CSS
2445,5920,JavaScript
2446,5922,HTML/CSS
2446,5922,JavaScript
2446,5922,TypeScript
2447,5923,Bash/Shell/PowerShell
2447,5923,HTML/CSS
2447,5923,Java
2447,5923,JavaScript
2447,5923,PHP
2447,5923,SQL
2448,5925,Bash/Shell/PowerShell
2448,5925,HTML/CSS
2448,5925,Java
2448,5925,JavaScript
2448,5925,PHP
2449,5929,C#
2449,5929,HTML/CSS
2449,5929,JavaScript
2449,5929,PHP
2449,5929,SQL
2450,5930,HTML/CSS
2450,5930,Java
2450,5930,JavaScript
2450,5930,TypeScript
2451,5936,C#
2451,5936,HTML/CSS
2451,5936,JavaScript
2451,5936,SQL
2452,5938,Bash/Shell/PowerShell
2452,5938,C++
2452,5938,C#
2452,5938,Go
2452,5938,HTML/CSS
2452,5938,JavaScript
2452,5938,Python
2452,5938,Rust
2452,5938,TypeScript
2453,5939,Bash/Shell/PowerShell
2453,5939,HTML/CSS
2453,5939,JavaScript
2453,5939,PHP
2453,5939,Python
2453,5939,R
2453,5939,SQL
2453,5939,VBA
2454,5945,HTML/CSS
2454,5945,Java
2454,5945,JavaScript
2454,5945,SQL
2455,5946,Go
2455,5946,HTML/CSS
2455,5946,Java
2455,5946,JavaScript
2455,5946,SQL
2455,5946,TypeScript
2456,5956,Bash/Shell/PowerShell
2456,5956,HTML/CSS
2456,5956,JavaScript
2456,5956,SQL
2457,5958,Bash/Shell/PowerShell
2457,5958,Java
2457,5958,JavaScript
2457,5958,PHP
2458,5959,C#
2458,5959,HTML/CSS
2458,5959,JavaScript
2458,5959,SQL
2458,5959,TypeScript
2459,5963,Bash/Shell/PowerShell
2459,5963,C#
2459,5963,HTML/CSS
2459,5963,JavaScript
2459,5963,SQL
2459,5963,TypeScript
2460,5965,Bash/Shell/PowerShell
2460,5965,C#
2460,5965,HTML/CSS
2460,5965,JavaScript
2461,5967,Erlang
2461,5967,HTML/CSS
2461,5967,Java
2461,5967,JavaScript
2461,5967,Python
2461,5967,SQL
2462,5970,C#
2462,5970,Clojure
2462,5970,HTML/CSS
2462,5970,Java
2462,5970,JavaScript
2462,5970,TypeScript
2463,5972,HTML/CSS
2463,5972,Java
2463,5972,JavaScript
2463,5972,Kotlin
2463,5972,Python
2464,5973,HTML/CSS
2464,5973,Java
2464,5973,JavaScript
2465,5975,C#
2465,5975,HTML/CSS
2465,5975,JavaScript
2465,5975,SQL
2466,5977,Bash/Shell/PowerShell
2466,5977,C#
2466,5977,HTML/CSS
2466,5977,JavaScript
2467,5985,Bash/Shell/PowerShell
2467,5985,HTML/CSS
2467,5985,JavaScript
2467,5985,Python
2467,5985,Ruby
2467,5985,SQL
2468,5987,HTML/CSS
2468,5987,Java
2468,5987,JavaScript
2468,5987,Ruby
2468,5987,SQL
2468,5987,TypeScript
2469,5988,C#
2469,5988,HTML/CSS
2469,5988,JavaScript
2469,5988,SQL
2470,5989,C#
2470,5989,HTML/CSS
2470,5989,Java
2470,5989,PHP
2470,5989,SQL
2471,5996,C#
2471,5996,HTML/CSS
2471,5996,Java
2471,5996,JavaScript
2471,5996,Python
2471,5996,SQL
2471,5996,TypeScript
2471,5996,VBA
2472,5998,Bash/Shell/PowerShell
2472,5998,C#
2472,5998,HTML/CSS
2472,5998,JavaScript
2472,5998,Objective-C
2472,5998,Python
2472,5998,SQL
2473,6001,C
2473,6001,C++
2473,6001,C#
2473,6001,HTML/CSS
2473,6001,Java
2473,6001,JavaScript
2473,6001,Python
2474,6002,C++
2474,6002,HTML/CSS
2474,6002,Java
2474,6002,SQL
2475,6003,Bash/Shell/PowerShell
2475,6003,C
2475,6003,C++
2475,6003,C#
2475,6003,HTML/CSS
2475,6003,Java
2475,6003,JavaScript
2475,6003,PHP
2475,6003,SQL
2476,6006,Bash/Shell/PowerShell
2476,6006,HTML/CSS
2476,6006,Java
2476,6006,JavaScript
2476,6006,SQL
2477,6010,C
2477,6010,Go
2477,6010,HTML/CSS
2477,6010,JavaScript
2477,6010,PHP
2477,6010,Ruby
2477,6010,SQL
2477,6010,TypeScript
2478,6012,Bash/Shell/PowerShell
2478,6012,C
2478,6012,C++
2478,6012,C#
2478,6012,Go
2478,6012,HTML/CSS
2478,6012,JavaScript
2478,6012,Ruby
2478,6012,SQL
2479,6013,JavaScript
2480,6015,Bash/Shell/PowerShell
2480,6015,Go
2480,6015,HTML/CSS
2480,6015,Java
2480,6015,JavaScript
2480,6015,PHP
2480,6015,SQL
2481,6016,Bash/Shell/PowerShell
2481,6016,HTML/CSS
2481,6016,JavaScript
2481,6016,PHP
2481,6016,SQL
2481,6016,TypeScript
2482,6017,HTML/CSS
2482,6017,JavaScript
2482,6017,TypeScript
2483,6019,JavaScript
2483,6019,Python
2483,6019,TypeScript
2484,6020,HTML/CSS
2484,6020,JavaScript
2484,6020,PHP
2484,6020,TypeScript
2485,6026,C#
2485,6026,HTML/CSS
2485,6026,JavaScript
2485,6026,PHP
2485,6026,SQL
2486,6028,Bash/Shell/PowerShell
2486,6028,Python
2486,6028,SQL
2487,6039,Java
2487,6039,Kotlin
2487,6039,Objective-C
2487,6039,Python
2487,6039,Scala
2487,6039,Swift
2488,6042,C++
2488,6042,HTML/CSS
2488,6042,JavaScript
2488,6042,SQL
2489,6045,Bash/Shell/PowerShell
2489,6045,HTML/CSS
2489,6045,JavaScript
2489,6045,PHP
2489,6045,SQL
2490,6046,C#
2490,6046,HTML/CSS
2490,6046,JavaScript
2490,6046,SQL
2491,6047,Python
2492,6055,HTML/CSS
2492,6055,Java
2492,6055,JavaScript
2492,6055,SQL
2493,6056,Bash/Shell/PowerShell
2493,6056,C
2493,6056,C#
2493,6056,Go
2493,6056,HTML/CSS
2493,6056,Java
2493,6056,JavaScript
2493,6056,PHP
2493,6056,Python
2493,6056,TypeScript
2494,6058,C#
2494,6058,HTML/CSS
2494,6058,JavaScript
2494,6058,SQL
2494,6058,TypeScript
2495,6060,Bash/Shell/PowerShell
2495,6060,C
2495,6060,C++
2495,6060,C#
2495,6060,HTML/CSS
2495,6060,Java
2495,6060,Python
2495,6060,Ruby
2495,6060,SQL
2495,6060,TypeScript
2496,6066,C#
2496,6066,HTML/CSS
2496,6066,JavaScript
2496,6066,SQL
2497,6069,Bash/Shell/PowerShell
2497,6069,C#
2497,6069,HTML/CSS
2497,6069,Java
2497,6069,JavaScript
2497,6069,Python
2497,6069,SQL
2497,6069,TypeScript
2498,6077,Bash/Shell/PowerShell
2498,6077,C#
2498,6077,Clojure
2498,6077,Go
2498,6077,Java
2498,6077,JavaScript
2498,6077,SQL
2499,6080,C#
2499,6080,SQL
2500,6082,Bash/Shell/PowerShell
2500,6082,C++
2500,6082,Dart
2500,6082,HTML/CSS
2500,6082,JavaScript
2500,6082,PHP
2500,6082,Python
2500,6082,SQL
2500,6082,TypeScript
2501,6088,HTML/CSS
2501,6088,JavaScript
2501,6088,Python
2501,6088,SQL
2502,6089,Bash/Shell/PowerShell
2502,6089,HTML/CSS
2502,6089,JavaScript
2502,6089,PHP
2502,6089,Python
2502,6089,SQL
2502,6089,TypeScript
2503,6091,C#
2503,6091,HTML/CSS
2503,6091,JavaScript
2503,6091,SQL
2503,6091,TypeScript
2504,6093,Java
2504,6093,JavaScript
2504,6093,Python
2504,6093,Swift
2505,6094,HTML/CSS
2505,6094,Java
2505,6094,JavaScript
2505,6094,Python
2505,6094,SQL
2505,6094,Other(s):
2506,6095,Bash/Shell/PowerShell
2506,6095,C#
2506,6095,HTML/CSS
2506,6095,JavaScript
2506,6095,PHP
2506,6095,SQL
2507,6096,Bash/Shell/PowerShell
2507,6096,C#
2507,6096,HTML/CSS
2507,6096,Java
2507,6096,JavaScript
2507,6096,SQL
2508,6099,C#
2508,6099,HTML/CSS
2508,6099,Java
2508,6099,JavaScript
2508,6099,PHP
2508,6099,SQL
2509,6100,HTML/CSS
2509,6100,Java
2509,6100,Kotlin
2509,6100,Python
2510,6103,HTML/CSS
2510,6103,Java
2510,6103,JavaScript
2510,6103,PHP
2510,6103,Python
2510,6103,SQL
2511,6104,Bash/Shell/PowerShell
2511,6104,HTML/CSS
2511,6104,Java
2511,6104,JavaScript
2511,6104,Python
2511,6104,SQL
2512,6107,HTML/CSS
2512,6107,JavaScript
2512,6107,PHP
2512,6107,Python
2512,6107,SQL
2513,6109,C#
2513,6109,JavaScript
2514,6111,Bash/Shell/PowerShell
2514,6111,C#
2514,6111,HTML/CSS
2514,6111,JavaScript
2514,6111,SQL
2514,6111,WebAssembly
2515,6112,HTML/CSS
2515,6112,JavaScript
2515,6112,PHP
2515,6112,TypeScript
2516,6113,Bash/Shell/PowerShell
2516,6113,C#
2516,6113,Java
2516,6113,JavaScript
2516,6113,Python
2517,6115,HTML/CSS
2517,6115,Java
2517,6115,JavaScript
2517,6115,Scala
2517,6115,SQL
2518,6117,Bash/Shell/PowerShell
2518,6117,HTML/CSS
2518,6117,JavaScript
2518,6117,Python
2518,6117,TypeScript
2519,6118,Bash/Shell/PowerShell
2519,6118,C#
2519,6118,HTML/CSS
2519,6118,JavaScript
2519,6118,SQL
2520,6119,Bash/Shell/PowerShell
2520,6119,JavaScript
2520,6119,Ruby
2520,6119,SQL
2520,6119,TypeScript
2521,6122,HTML/CSS
2521,6122,Java
2521,6122,JavaScript
2521,6122,Kotlin
2521,6122,Python
2521,6122,SQL
2521,6122,TypeScript
2522,6123,C#
2522,6123,HTML/CSS
2522,6123,JavaScript
2522,6123,TypeScript
2522,6123,VBA
2523,6126,HTML/CSS
2523,6126,Java
2523,6126,JavaScript
2523,6126,Python
2523,6126,SQL
2524,6130,
2525,6132,Java
2525,6132,JavaScript
2525,6132,PHP
2525,6132,SQL
2526,6133,Bash/Shell/PowerShell
2526,6133,C
2526,6133,HTML/CSS
2526,6133,Java
2526,6133,JavaScript
2526,6133,Python
2526,6133,Ruby
2527,6134,Bash/Shell/PowerShell
2527,6134,C#
2527,6134,HTML/CSS
2527,6134,JavaScript
2527,6134,SQL
2527,6134,TypeScript
2528,6136,HTML/CSS
2528,6136,JavaScript
2528,6136,Rust
2528,6136,Swift
2528,6136,TypeScript
2528,6136,WebAssembly
2529,6139,HTML/CSS
2529,6139,JavaScript
2529,6139,Ruby
2529,6139,SQL
2530,6145,Java
2530,6145,JavaScript
2530,6145,Kotlin
2531,6147,Bash/Shell/PowerShell
2531,6147,C++
2531,6147,C#
2531,6147,HTML/CSS
2531,6147,Java
2531,6147,JavaScript
2531,6147,Python
2531,6147,SQL
2532,6150,C#
2532,6150,HTML/CSS
2532,6150,JavaScript
2532,6150,Ruby
2533,6151,C#
2533,6151,HTML/CSS
2533,6151,Java
2533,6151,JavaScript
2533,6151,Kotlin
2533,6151,PHP
2533,6151,SQL
2533,6151,Swift
2533,6151,VBA
2533,6151,Other(s):
2534,6152,C#
2534,6152,Go
2534,6152,Java
2534,6152,JavaScript
2534,6152,PHP
2534,6152,SQL
2534,6152,Other(s):
2535,6156,Python
2535,6156,Other(s):
2536,6158,C#
2536,6158,HTML/CSS
2536,6158,JavaScript
2536,6158,SQL
2537,6160,Bash/Shell/PowerShell
2537,6160,HTML/CSS
2537,6160,JavaScript
2537,6160,Python
2537,6160,Ruby
2537,6160,SQL
2538,6163,Assembly
2538,6163,Bash/Shell/PowerShell
2538,6163,C++
2538,6163,Java
2538,6163,Python
2538,6163,SQL
2539,6167,JavaScript
2539,6167,PHP
2539,6167,SQL
2540,6169,Python
2540,6169,Ruby
2540,6169,SQL
2541,6176,Go
2541,6176,Java
2541,6176,Python
2541,6176,TypeScript
2542,6178,Bash/Shell/PowerShell
2542,6178,Go
2542,6178,HTML/CSS
2542,6178,Java
2542,6178,JavaScript
2542,6178,Objective-C
2542,6178,PHP
2542,6178,Ruby
2542,6178,SQL
2543,6181,Bash/Shell/PowerShell
2543,6181,HTML/CSS
2543,6181,Java
2543,6181,JavaScript
2543,6181,TypeScript
2544,6182,Bash/Shell/PowerShell
2544,6182,HTML/CSS
2544,6182,Java
2544,6182,Rust
2545,6183,Assembly
2545,6183,Python
2545,6183,R
2545,6183,VBA
2546,6184,Bash/Shell/PowerShell
2546,6184,C#
2546,6184,Go
2546,6184,JavaScript
2546,6184,SQL
2546,6184,TypeScript
2547,6186,C#
2547,6186,Java
2547,6186,Python
2548,6187,HTML/CSS
2548,6187,JavaScript
2548,6187,Python
2548,6187,SQL
2549,6190,C#
2549,6190,HTML/CSS
2549,6190,JavaScript
2549,6190,SQL
2550,6191,Assembly
2550,6191,C++
2550,6191,C#
2550,6191,JavaScript
2550,6191,SQL
2551,6195,HTML/CSS
2551,6195,JavaScript
2551,6195,PHP
2551,6195,SQL
2551,6195,TypeScript
2552,6196,Bash/Shell/PowerShell
2552,6196,C#
2552,6196,HTML/CSS
2552,6196,Java
2552,6196,JavaScript
2552,6196,SQL
2553,6197,Assembly
2553,6197,Bash/Shell/PowerShell
2553,6197,C
2553,6197,C++
2553,6197,Python
2553,6197,Rust
2554,6198,Java
2554,6198,JavaScript
2554,6198,Kotlin
2554,6198,Objective-C
2554,6198,Swift
2555,6200,HTML/CSS
2555,6200,Java
2555,6200,JavaScript
2555,6200,Scala
2555,6200,SQL
2556,6205,Bash/Shell/PowerShell
2556,6205,C
2556,6205,C++
2556,6205,C#
2556,6205,Java
2557,6207,Bash/Shell/PowerShell
2557,6207,Go
2557,6207,HTML/CSS
2557,6207,Java
2557,6207,JavaScript
2557,6207,PHP
2557,6207,TypeScript
2557,6207,Other(s):
2558,6210,C++
2558,6210,C#
2558,6210,HTML/CSS
2558,6210,JavaScript
2558,6210,SQL
2559,6212,Bash/Shell/PowerShell
2559,6212,C++
2559,6212,Dart
2559,6212,Go
2559,6212,HTML/CSS
2559,6212,Java
2559,6212,JavaScript
2559,6212,Python
2559,6212,SQL
2560,6213,Objective-C
2560,6213,Swift
2561,6219,JavaScript
2561,6219,Python
2561,6219,SQL
2562,6220,C++
2562,6220,C#
2562,6220,Java
2562,6220,SQL
2563,6222,C#
2563,6222,HTML/CSS
2563,6222,JavaScript
2563,6222,PHP
2563,6222,SQL
2563,6222,Other(s):
2564,6232,HTML/CSS
2564,6232,Java
2564,6232,JavaScript
2564,6232,SQL
2564,6232,TypeScript
2565,6233,C#
2565,6233,HTML/CSS
