,Respondent,LanguageDesireNextYear
868,2053,JavaScript
868,2053,TypeScript
869,2055,C
869,2055,C++
869,2055,C#
869,2055,Python
870,2056,Go
870,2056,Python
871,2058,Java
871,2058,JavaScript
872,2059,Bash/Shell/PowerShell
872,2059,C#
872,2059,HTML/CSS
872,2059,JavaScript
872,2059,PHP
872,2059,Python
872,2059,SQL
873,2065,Bash/Shell/PowerShell
873,2065,C#
873,2065,HTML/CSS
873,2065,Java
873,2065,JavaScript
873,2065,Python
873,2065,SQL
874,2069,C++
874,2069,Python
875,2070,Bash/Shell/PowerShell
875,2070,JavaScript
875,2070,Python
875,2070,Ruby
875,2070,SQL
876,2073,C#
876,2073,HTML/CSS
876,2073,JavaScript
876,2073,SQL
877,2074,C#
877,2074,HTML/CSS
877,2074,JavaScript
877,2074,SQL
878,2075,Bash/Shell/PowerShell
878,2075,Dart
878,2075,Java
879,2078,C
879,2078,C++
879,2078,C#
879,2078,Java
880,2082,Python
881,2085,HTML/CSS
881,2085,Java
881,2085,JavaScript
881,2085,SQL
882,2086,Bash/Shell/PowerShell
882,2086,C
882,2086,C++
882,2086,Go
882,2086,HTML/CSS
882,2086,JavaScript
882,2086,Python
882,2086,R
882,2086,Scala
883,2087,SQL
883,2087,Other(s):
884,2089,Go
884,2089,Python
884,2089,Rust
884,2089,Scala
885,2090,Go
885,2090,Scala
885,2090,Other(s):
886,2091,Go
886,2091,JavaScript
886,2091,Python
886,2091,Rust
887,2092,Bash/Shell/PowerShell
887,2092,C#
887,2092,F#
887,2092,HTML/CSS
887,2092,SQL
887,2092,TypeScript
887,2092,WebAssembly
888,2095,Elixir
888,2095,Erlang
888,2095,Java
888,2095,JavaScript
888,2095,PHP
888,2095,Python
888,2095,R
888,2095,Ruby
888,2095,SQL
888,2095,TypeScript
889,2097,C#
889,2097,HTML/CSS
889,2097,JavaScript
889,2097,Python
889,2097,TypeScript
890,2101,Java
890,2101,JavaScript
890,2101,Python
891,2102,Java
891,2102,JavaScript
891,2102,Kotlin
891,2102,SQL
891,2102,TypeScript
892,2105,Bash/Shell/PowerShell
892,2105,Java
892,2105,Python
893,2109,Bash/Shell/PowerShell
893,2109,Go
893,2109,WebAssembly
894,2116,Dart
894,2116,HTML/CSS
894,2116,Java
894,2116,JavaScript
894,2116,SQL
894,2116,TypeScript
894,2116,WebAssembly
895,2124,Clojure
895,2124,Elixir
895,2124,Go
895,2124,Kotlin
895,2124,Rust
895,2124,TypeScript
896,2126,C#
896,2126,Erlang
896,2126,HTML/CSS
896,2126,Python
896,2126,SQL
897,2128,HTML/CSS
897,2128,JavaScript
897,2128,SQL
897,2128,TypeScript
898,2131,Go
898,2131,Python
898,2131,TypeScript
899,2134,Java
899,2134,Python
899,2134,Other(s):
900,2135,C#
900,2135,JavaScript
901,2137,Elixir
901,2137,Python
901,2137,R
901,2137,Ruby
902,2141,Bash/Shell/PowerShell
902,2141,HTML/CSS
902,2141,JavaScript
902,2141,PHP
902,2141,Python
902,2141,Ruby
903,2143,Java
903,2143,Python
903,2143,SQL
903,2143,Swift
904,2144,C++
904,2144,Go
904,2144,Python
904,2144,Rust
904,2144,WebAssembly
905,2147,C++
905,2147,C#
905,2147,Dart
905,2147,HTML/CSS
905,2147,JavaScript
906,2148,Java
906,2148,Kotlin
906,2148,Python
906,2148,R
907,2149,Bash/Shell/PowerShell
907,2149,C#
907,2149,HTML/CSS
907,2149,JavaScript
907,2149,TypeScript
907,2149,WebAssembly
908,2150,C#
908,2150,HTML/CSS
908,2150,JavaScript
908,2150,SQL
909,2152,Bash/Shell/PowerShell
909,2152,Elixir
909,2152,HTML/CSS
909,2152,JavaScript
909,2152,Ruby
910,2155,C#
910,2155,JavaScript
910,2155,SQL
910,2155,TypeScript
911,2157,JavaScript
911,2157,Kotlin
911,2157,Swift
911,2157,TypeScript
912,2158,Bash/Shell/PowerShell
912,2158,C#
912,2158,HTML/CSS
912,2158,JavaScript
912,2158,SQL
912,2158,TypeScript
913,2161,HTML/CSS
913,2161,JavaScript
913,2161,PHP
913,2161,Python
913,2161,Swift
914,2168,C
914,2168,Go
915,2172,HTML/CSS
915,2172,Ruby
916,2173,Bash/Shell/PowerShell
916,2173,C#
917,2174,C#
917,2174,HTML/CSS
917,2174,JavaScript
918,2175,JavaScript
918,2175,Swift
918,2175,TypeScript
918,2175,Other(s):
919,2177,Bash/Shell/PowerShell
919,2177,C++
919,2177,Go
919,2177,HTML/CSS
919,2177,Java
919,2177,JavaScript
919,2177,Kotlin
919,2177,Python
919,2177,TypeScript
919,2177,VBA
920,2178,C#
920,2178,HTML/CSS
920,2178,Java
920,2178,JavaScript
920,2178,Objective-C
920,2178,SQL
921,2184,Bash/Shell/PowerShell
921,2184,HTML/CSS
921,2184,JavaScript
921,2184,Python
921,2184,R
921,2184,TypeScript
922,2187,HTML/CSS
922,2187,JavaScript
922,2187,Python
922,2187,R
922,2187,Ruby
922,2187,SQL
923,2190,C#
923,2190,HTML/CSS
923,2190,SQL
923,2190,TypeScript
924,2191,Bash/Shell/PowerShell
924,2191,C#
924,2191,HTML/CSS
924,2191,JavaScript
924,2191,SQL
925,2192,Bash/Shell/PowerShell
925,2192,C#
925,2192,JavaScript
925,2192,Python
925,2192,SQL
926,2194,Bash/Shell/PowerShell
926,2194,C++
926,2194,Python
926,2194,Rust
926,2194,Scala
927,2196,C#
927,2196,Go
927,2196,HTML/CSS
927,2196,R
927,2196,Rust
927,2196,TypeScript
927,2196,WebAssembly
927,2196,Other(s):
928,2198,C#
928,2198,Objective-C
928,2198,Rust
929,2204,Assembly
929,2204,Bash/Shell/PowerShell
929,2204,Python
929,2204,SQL
929,2204,VBA
930,2205,Assembly
930,2205,Python
931,2206,Go
931,2206,JavaScript
932,2207,Bash/Shell/PowerShell
932,2207,Elixir
932,2207,Go
932,2207,HTML/CSS
932,2207,Java
932,2207,JavaScript
932,2207,Kotlin
932,2207,TypeScript
932,2207,WebAssembly
933,2208,Bash/Shell/PowerShell
933,2208,C++
933,2208,C#
933,2208,Python
933,2208,TypeScript
934,2210,C#
934,2210,Go
934,2210,Python
935,2212,Elixir
935,2212,Kotlin
935,2212,Ruby
935,2212,Rust
935,2212,Swift
936,2216,C
936,2216,Go
936,2216,Python
936,2216,SQL
937,2218,Erlang
937,2218,F#
937,2218,Python
937,2218,Rust
938,2220,Bash/Shell/PowerShell
938,2220,Go
938,2220,Java
938,2220,Kotlin
938,2220,Python
938,2220,SQL
939,2221,JavaScript
939,2221,Kotlin
939,2221,TypeScript
940,2223,Bash/Shell/PowerShell
940,2223,C#
940,2223,HTML/CSS
940,2223,JavaScript
940,2223,TypeScript
940,2223,WebAssembly
941,2225,C++
941,2225,Java
941,2225,Ruby
942,2227,C#
942,2227,Clojure
942,2227,F#
942,2227,Java
942,2227,TypeScript
942,2227,Other(s):
943,2229,Kotlin
943,2229,Objective-C
943,2229,Swift
944,2231,C#
944,2231,HTML/CSS
944,2231,Java
944,2231,JavaScript
944,2231,Objective-C
944,2231,PHP
944,2231,SQL
944,2231,Swift
944,2231,TypeScript
945,2232,C#
945,2232,Go
945,2232,HTML/CSS
945,2232,Kotlin
945,2232,Python
946,2233,Bash/Shell/PowerShell
946,2233,HTML/CSS
946,2233,JavaScript
947,2237,Bash/Shell/PowerShell
947,2237,HTML/CSS
947,2237,JavaScript
947,2237,SQL
947,2237,Other(s):
948,2239,C#
948,2239,HTML/CSS
948,2239,JavaScript
948,2239,Python
948,2239,Rust
948,2239,TypeScript
948,2239,WebAssembly
949,2242,C#
949,2242,HTML/CSS
949,2242,SQL
949,2242,WebAssembly
950,2245,Go
950,2245,Java
950,2245,JavaScript
950,2245,Python
950,2245,R
950,2245,SQL
950,2245,TypeScript
951,2248,Dart
951,2248,Elixir
951,2248,Go
951,2248,HTML/CSS
951,2248,JavaScript
951,2248,Python
951,2248,SQL
951,2248,TypeScript
951,2248,WebAssembly
952,2249,JavaScript
952,2249,Python
952,2249,Rust
952,2249,TypeScript
953,2250,C
953,2250,C++
953,2250,C#
953,2250,HTML/CSS
953,2250,JavaScript
953,2250,SQL
954,2252,Ruby
955,2254,Bash/Shell/PowerShell
955,2254,C
955,2254,JavaScript
956,2255,JavaScript
956,2255,Python
957,2256,Java
957,2256,JavaScript
958,2258,Bash/Shell/PowerShell
958,2258,C
958,2258,C++
958,2258,HTML/CSS
958,2258,JavaScript
958,2258,Objective-C
958,2258,Python
958,2258,Swift
958,2258,TypeScript
959,2259,Go
959,2259,Python
959,2259,R
959,2259,Rust
959,2259,Swift
959,2259,TypeScript
959,2259,Other(s):
960,2260,Bash/Shell/PowerShell
960,2260,C#
960,2260,HTML/CSS
960,2260,JavaScript
960,2260,SQL
960,2260,TypeScript
961,2261,JavaScript
961,2261,Python
961,2261,Scala
962,2262,HTML/CSS
962,2262,JavaScript
962,2262,Kotlin
962,2262,Python
963,2265,Bash/Shell/PowerShell
963,2265,Go
963,2265,HTML/CSS
963,2265,JavaScript
963,2265,Python
963,2265,Ruby
963,2265,TypeScript
963,2265,WebAssembly
964,2267,C#
964,2267,Dart
964,2267,Kotlin
964,2267,Python
964,2267,Rust
964,2267,Scala
964,2267,Swift
965,2270,Python
966,2274,Assembly
966,2274,C
966,2274,C++
967,2275,Python
968,2279,C
968,2279,C++
968,2279,Elixir
968,2279,HTML/CSS
968,2279,JavaScript
968,2279,Ruby
968,2279,Rust
968,2279,TypeScript
968,2279,WebAssembly
969,2283,Bash/Shell/PowerShell
969,2283,HTML/CSS
969,2283,JavaScript
969,2283,Python
969,2283,SQL
970,2284,Bash/Shell/PowerShell
970,2284,Go
970,2284,HTML/CSS
970,2284,JavaScript
970,2284,Scala
970,2284,TypeScript
970,2284,WebAssembly
971,2286,Bash/Shell/PowerShell
971,2286,HTML/CSS
971,2286,JavaScript
971,2286,SQL
971,2286,TypeScript
972,2289,JavaScript
972,2289,Objective-C
972,2289,Swift
973,2291,C#
973,2291,Go
973,2291,HTML/CSS
973,2291,Java
973,2291,Kotlin
973,2291,Scala
973,2291,TypeScript
974,2292,Go
974,2292,Kotlin
974,2292,Python
974,2292,Rust
975,2293,Bash/Shell/PowerShell
975,2293,C#
975,2293,Go
975,2293,HTML/CSS
975,2293,JavaScript
975,2293,Python
975,2293,Rust
975,2293,VBA
976,2296,Bash/Shell/PowerShell
976,2296,Go
976,2296,Python
976,2296,Scala
976,2296,SQL
977,2301,Bash/Shell/PowerShell
977,2301,Elixir
977,2301,Go
977,2301,HTML/CSS
977,2301,JavaScript
977,2301,Kotlin
977,2301,Rust
977,2301,Scala
977,2301,SQL
977,2301,TypeScript
978,2302,C
978,2302,C#
978,2302,Go
978,2302,HTML/CSS
978,2302,Java
978,2302,JavaScript
978,2302,PHP
978,2302,Python
978,2302,R
978,2302,SQL
979,2303,HTML/CSS
979,2303,JavaScript
979,2303,Python
979,2303,WebAssembly
980,2309,Bash/Shell/PowerShell
980,2309,Elixir
980,2309,Erlang
980,2309,HTML/CSS
980,2309,JavaScript
980,2309,PHP
980,2309,Rust
980,2309,TypeScript
980,2309,WebAssembly
981,2311,C++
981,2311,Go
981,2311,Python
982,2313,Bash/Shell/PowerShell
982,2313,Go
982,2313,Java
982,2313,JavaScript
982,2313,Kotlin
982,2313,Python
982,2313,R
982,2313,SQL
983,2314,C#
983,2314,JavaScript
983,2314,TypeScript
984,2315,C++
984,2315,Java
984,2315,Kotlin
984,2315,SQL
985,2316,Scala
985,2316,SQL
986,2317,Bash/Shell/PowerShell
986,2317,HTML/CSS
986,2317,JavaScript
986,2317,Kotlin
986,2317,SQL
986,2317,WebAssembly
987,2319,Go
987,2319,JavaScript
987,2319,R
987,2319,TypeScript
988,2320,Go
988,2320,HTML/CSS
988,2320,Python
988,2320,TypeScript
989,2321,HTML/CSS
989,2321,JavaScript
989,2321,Rust
989,2321,TypeScript
989,2321,WebAssembly
990,2324,Bash/Shell/PowerShell
990,2324,C
990,2324,C++
990,2324,Clojure
990,2324,Erlang
990,2324,Go
990,2324,Java
990,2324,Python
990,2324,R
990,2324,Rust
990,2324,Scala
990,2324,SQL
991,2326,Bash/Shell/PowerShell
991,2326,Go
991,2326,HTML/CSS
991,2326,JavaScript
991,2326,Kotlin
991,2326,Python
991,2326,SQL
991,2326,TypeScript
991,2326,WebAssembly
992,2327,Go
992,2327,Scala
992,2327,TypeScript
993,2328,Bash/Shell/PowerShell
993,2328,HTML/CSS
993,2328,JavaScript
993,2328,Python
993,2328,SQL
993,2328,Swift
993,2328,TypeScript
994,2330,C#
994,2330,SQL
994,2330,TypeScript
995,2332,C
995,2332,C++
995,2332,HTML/CSS
995,2332,Java
995,2332,SQL
996,2334,Java
996,2334,JavaScript
996,2334,TypeScript
997,2336,Erlang
997,2336,Go
997,2336,JavaScript
997,2336,Kotlin
997,2336,Python
997,2336,Swift
997,2336,Other(s):
998,2339,Assembly
998,2339,C
998,2339,C++
998,2339,Dart
998,2339,Go
998,2339,HTML/CSS
998,2339,JavaScript
998,2339,Rust
998,2339,SQL
998,2339,TypeScript
998,2339,WebAssembly
999,2342,Bash/Shell/PowerShell
999,2342,HTML/CSS
999,2342,JavaScript
999,2342,PHP
999,2342,Python
999,2342,SQL
1000,2343,HTML/CSS
1000,2343,JavaScript
1000,2343,TypeScript
1001,2347,Clojure
1001,2347,JavaScript
1001,2347,Ruby
1001,2347,SQL
1002,2349,Bash/Shell/PowerShell
1002,2349,Python
1002,2349,SQL
1003,2350,HTML/CSS
1003,2350,JavaScript
1004,2352,Go
1004,2352,Java
1004,2352,Python
1004,2352,Scala
1005,2353,C#
1005,2353,Go
1005,2353,SQL
1006,2360,Ruby
1006,2360,Rust
1007,2363,Bash/Shell/PowerShell
1007,2363,C
1007,2363,C#
1007,2363,Go
1007,2363,Java
1007,2363,JavaScript
1007,2363,Kotlin
1007,2363,SQL
1007,2363,Swift
1007,2363,WebAssembly
1008,2365,JavaScript
1008,2365,PHP
1008,2365,SQL
1009,2367,C++
1009,2367,Go
1009,2367,Kotlin
1009,2367,Python
1009,2367,Ruby
1009,2367,SQL
1009,2367,VBA
1010,2372,Bash/Shell/PowerShell
1010,2372,HTML/CSS
1010,2372,Java
1010,2372,JavaScript
1010,2372,SQL
1011,2376,C#
1011,2376,HTML/CSS
1011,2376,SQL
1011,2376,TypeScript
1012,2377,C++
1012,2377,Python
1012,2377,Rust
1012,2377,TypeScript
1013,2382,Java
1013,2382,SQL
1014,2384,C#
1014,2384,F#
1014,2384,Python
1014,2384,Other(s):
1015,2385,Bash/Shell/PowerShell
1015,2385,Go
1015,2385,HTML/CSS
1015,2385,PHP
1015,2385,Python
1015,2385,SQL
1016,2390,HTML/CSS
1016,2390,JavaScript
1016,2390,PHP
1016,2390,Python
1016,2390,SQL
1016,2390,TypeScript
1017,2392,Bash/Shell/PowerShell
1017,2392,JavaScript
1017,2392,Python
1017,2392,Rust
1017,2392,Swift
1018,2393,C++
1018,2393,Go
1018,2393,Kotlin
1018,2393,Rust
1018,2393,Other(s):
1019,2394,Bash/Shell/PowerShell
1019,2394,Go
1019,2394,Java
1019,2394,Kotlin
1019,2394,SQL
1020,2396,Dart
1020,2396,Go
1020,2396,HTML/CSS
1020,2396,JavaScript
1020,2396,Python
1020,2396,TypeScript
1021,2398,Bash/Shell/PowerShell
1021,2398,Java
1021,2398,Python
1021,2398,R
1022,2400,Elixir
1022,2400,Java
1022,2400,JavaScript
1022,2400,Ruby
1023,2401,C
1023,2401,C#
1023,2401,Go
1023,2401,HTML/CSS
1023,2401,JavaScript
1023,2401,Kotlin
1023,2401,Python
1023,2401,Ruby
1023,2401,SQL
1023,2401,TypeScript
1024,2410,F#
1024,2410,WebAssembly
1025,2416,Bash/Shell/PowerShell
1025,2416,C#
1025,2416,HTML/CSS
1025,2416,JavaScript
1025,2416,SQL
1025,2416,TypeScript
1026,2417,Go
1027,2421,Scala
1027,2421,Other(s):
1028,2422,Go
1029,2424,Bash/Shell/PowerShell
1029,2424,C#
1029,2424,Go
1029,2424,Python
1029,2424,SQL
1029,2424,TypeScript
1030,2431,Java
1030,2431,JavaScript
1031,2438,C#
1031,2438,Go
1031,2438,HTML/CSS
1031,2438,JavaScript
1031,2438,Python
1031,2438,SQL
1031,2438,WebAssembly
1032,2439,C#
1032,2439,JavaScript
1032,2439,SQL
1032,2439,TypeScript
1033,2442,Bash/Shell/PowerShell
1033,2442,C#
1033,2442,HTML/CSS
1033,2442,JavaScript
1033,2442,Python
1033,2442,WebAssembly
1034,2443,Java
1034,2443,JavaScript
1035,2444,Go
1035,2444,HTML/CSS
1035,2444,JavaScript
1035,2444,Python
1035,2444,SQL
1036,2446,HTML/CSS
1036,2446,Java
1036,2446,JavaScript
1036,2446,Python
1036,2446,SQL
1036,2446,Swift
1037,2447,
1038,2448,Go
1038,2448,HTML/CSS
1038,2448,JavaScript
1038,2448,Python
1038,2448,R
1038,2448,SQL
1038,2448,TypeScript
1039,2449,Rust
1039,2449,WebAssembly
1040,2455,HTML/CSS
1040,2455,JavaScript
1040,2455,SQL
1041,2456,C#
1041,2456,Python
1041,2456,SQL
1042,2457,HTML/CSS
1042,2457,Java
1042,2457,JavaScript
1042,2457,Kotlin
1042,2457,R
1042,2457,TypeScript
1043,2461,C#
1043,2461,Dart
1043,2461,HTML/CSS
1043,2461,JavaScript
1043,2461,Python
1043,2461,SQL
1043,2461,TypeScript
1044,2464,Bash/Shell/PowerShell
1044,2464,Go
1044,2464,HTML/CSS
1044,2464,JavaScript
1044,2464,Kotlin
1044,2464,PHP
1044,2464,Python
1044,2464,SQL
1045,2465,Go
1045,2465,HTML/CSS
1045,2465,JavaScript
1045,2465,SQL
1046,2467,C#
1046,2467,F#
1046,2467,Go
1046,2467,HTML/CSS
1046,2467,JavaScript
1046,2467,SQL
1046,2467,TypeScript
1046,2467,WebAssembly
1047,2468,C#
1047,2468,JavaScript
1047,2468,TypeScript
1048,2469,Bash/Shell/PowerShell
1048,2469,Clojure
1048,2469,HTML/CSS
1048,2469,JavaScript
1048,2469,PHP
1048,2469,Python
1048,2469,SQL
1048,2469,TypeScript
1049,2470,C#
1049,2470,R
1049,2470,Rust
1049,2470,TypeScript
1050,2472,Go
1050,2472,SQL
1050,2472,TypeScript
1051,2474,C#
1051,2474,Go
1051,2474,HTML/CSS
1051,2474,Java
1051,2474,JavaScript
1051,2474,Python
1051,2474,R
1051,2474,SQL
1052,2478,Bash/Shell/PowerShell
1052,2478,C#
1052,2478,JavaScript
1052,2478,SQL
1053,2479,HTML/CSS
1053,2479,Java
1053,2479,JavaScript
1053,2479,PHP
1053,2479,SQL
1054,2484,HTML/CSS
1054,2484,Java
1054,2484,JavaScript
1054,2484,PHP
1054,2484,Python
1054,2484,Ruby
1054,2484,Rust
1054,2484,SQL
1054,2484,Swift
1054,2484,TypeScript
1055,2486,Go
1055,2486,JavaScript
1055,2486,Python
1055,2486,Rust
1055,2486,SQL
1056,2487,HTML/CSS
1056,2487,JavaScript
1056,2487,PHP
1057,2489,C
1057,2489,Python
1057,2489,Ruby
1057,2489,SQL
1057,2489,WebAssembly
1057,2489,Other(s):
1058,2491,C#
1058,2491,HTML/CSS
1058,2491,PHP
1058,2491,SQL
1059,2493,Go
1059,2493,TypeScript
1060,2495,Bash/Shell/PowerShell
1060,2495,Dart
1060,2495,Go
1060,2495,HTML/CSS
1060,2495,JavaScript
1060,2495,PHP
1060,2495,TypeScript
1061,2499,HTML/CSS
1061,2499,JavaScript
1061,2499,PHP
1061,2499,Python
1061,2499,SQL
1061,2499,TypeScript
1062,2502,C++
1062,2502,C#
1062,2502,Python
1062,2502,SQL
1063,2504,Go
1063,2504,HTML/CSS
1063,2504,JavaScript
1063,2504,Python
1063,2504,Ruby
1063,2504,TypeScript
1064,2505,Clojure
1064,2505,HTML/CSS
1064,2505,JavaScript
1064,2505,SQL
1064,2505,WebAssembly
1065,2506,Dart
1065,2506,JavaScript
1065,2506,Swift
1066,2511,Go
1066,2511,HTML/CSS
1066,2511,JavaScript
1066,2511,TypeScript
1067,2512,C#
1067,2512,Dart
1067,2512,Go
1067,2512,Java
1067,2512,Kotlin
1068,2513,JavaScript
1068,2513,SQL
1069,2515,Bash/Shell/PowerShell
1069,2515,C
1069,2515,C++
1069,2515,C#
1069,2515,Go
1069,2515,HTML/CSS
1069,2515,Java
1069,2515,JavaScript
1069,2515,Kotlin
1069,2515,Python
1069,2515,Rust
1069,2515,SQL
1069,2515,TypeScript
1070,2516,Go
1070,2516,Java
1070,2516,JavaScript
1070,2516,Rust
1070,2516,TypeScript
1070,2516,WebAssembly
1071,2519,C++
1071,2519,C#
1071,2519,Go
1071,2519,Python
1071,2519,Swift
1072,2520,Bash/Shell/PowerShell
1072,2520,Java
1072,2520,Python
1072,2520,Ruby
1072,2520,Swift
1072,2520,Other(s):
1073,2521,Bash/Shell/PowerShell
1073,2521,HTML/CSS
1073,2521,JavaScript
1073,2521,Python
1073,2521,TypeScript
1074,2528,JavaScript
1074,2528,Python
1074,2528,SQL
1075,2529,Bash/Shell/PowerShell
1075,2529,Go
1075,2529,HTML/CSS
1075,2529,JavaScript
1075,2529,Python
1075,2529,SQL
1076,2533,C
1076,2533,Dart
1076,2533,HTML/CSS
1076,2533,Java
1076,2533,JavaScript
1076,2533,Kotlin
1076,2533,Python
1076,2533,SQL
1076,2533,TypeScript
1077,2538,Bash/Shell/PowerShell
1077,2538,HTML/CSS
1077,2538,Java
1077,2538,JavaScript
1077,2538,SQL
1078,2540,Bash/Shell/PowerShell
1078,2540,C++
1078,2540,Python
1078,2540,R
1078,2540,SQL
1078,2540,Other(s):
1079,2541,HTML/CSS
1079,2541,JavaScript
1079,2541,PHP
1079,2541,TypeScript
1080,2542,C#
1080,2542,HTML/CSS
1080,2542,JavaScript
1080,2542,Python
1080,2542,R
1080,2542,SQL
1080,2542,TypeScript
1081,2543,Bash/Shell/PowerShell
1081,2543,HTML/CSS
1081,2543,Java
1081,2543,JavaScript
1081,2543,PHP
1081,2543,SQL
1082,2546,C#
1082,2546,F#
1082,2546,Go
1082,2546,HTML/CSS
1082,2546,Java
1082,2546,JavaScript
1082,2546,Kotlin
1082,2546,PHP
1082,2546,Python
1082,2546,Rust
1082,2546,SQL
1082,2546,TypeScript
1082,2546,WebAssembly
1083,2547,Bash/Shell/PowerShell
1083,2547,Java
1083,2547,JavaScript
1083,2547,Python
1083,2547,SQL
1084,2550,Bash/Shell/PowerShell
1084,2550,HTML/CSS
1084,2550,Java
1084,2550,JavaScript
1084,2550,PHP
1084,2550,SQL
1084,2550,TypeScript
1085,2551,JavaScript
1086,2553,C
1086,2553,C++
1086,2553,C#
1086,2553,HTML/CSS
1086,2553,Java
1086,2553,JavaScript
1086,2553,Python
1087,2555,Bash/Shell/PowerShell
1087,2555,Clojure
1087,2555,Kotlin
1087,2555,Scala
1087,2555,SQL
1088,2560,Java
1089,2561,Bash/Shell/PowerShell
1089,2561,C
1089,2561,C++
1089,2561,C#
1089,2561,HTML/CSS
1089,2561,Java
1089,2561,JavaScript
1089,2561,Objective-C
1089,2561,Python
1089,2561,Rust
1089,2561,Swift
1089,2561,TypeScript
1089,2561,WebAssembly
1090,2562,C++
1090,2562,JavaScript
1090,2562,Python
1091,2564,Go
1091,2564,HTML/CSS
1091,2564,Java
1091,2564,JavaScript
1091,2564,Kotlin
1091,2564,Python
1091,2564,R
1091,2564,Scala
1091,2564,TypeScript
1092,2570,HTML/CSS
1092,2570,Java
1092,2570,JavaScript
1092,2570,SQL
1092,2570,TypeScript
1093,2571,Bash/Shell/PowerShell
1093,2571,F#
1093,2571,Go
1093,2571,HTML/CSS
1093,2571,JavaScript
1093,2571,SQL
1093,2571,Swift
1093,2571,VBA
1093,2571,WebAssembly
1094,2574,Go
1094,2574,HTML/CSS
1094,2574,JavaScript
1094,2574,PHP
1094,2574,Python
1094,2574,SQL
1094,2574,WebAssembly
1094,2574,Other(s):
1095,2575,C++
1095,2575,Python
1096,2577,HTML/CSS
1096,2577,Java
1096,2577,JavaScript
1096,2577,SQL
1096,2577,WebAssembly
1097,2583,Go
1097,2583,JavaScript
1097,2583,Python
1097,2583,TypeScript
1098,2586,C#
1098,2586,Java
1098,2586,SQL
1098,2586,TypeScript
1099,2587,Go
1099,2587,Java
1099,2587,JavaScript
1099,2587,TypeScript
1100,2589,Go
1100,2589,TypeScript
1101,2594,C#
1101,2594,F#
1101,2594,HTML/CSS
1101,2594,JavaScript
1102,2596,Bash/Shell/PowerShell
1102,2596,Go
1102,2596,PHP
1103,2599,WebAssembly
1104,2601,C++
1104,2601,HTML/CSS
1104,2601,JavaScript
1104,2601,TypeScript
1104,2601,WebAssembly
1105,2608,Elixir
1105,2608,JavaScript
1105,2608,TypeScript
1106,2609,Erlang
1106,2609,Python
1106,2609,R
1106,2609,TypeScript
1107,2610,HTML/CSS
1107,2610,JavaScript
1107,2610,R
1107,2610,SQL
1108,2611,Bash/Shell/PowerShell
1108,2611,C#
1108,2611,HTML/CSS
1108,2611,JavaScript
1108,2611,SQL
1108,2611,TypeScript
1109,2612,HTML/CSS
1109,2612,JavaScript
1110,2616,C#
1110,2616,JavaScript
1110,2616,SQL
1111,2617,Dart
1111,2617,HTML/CSS
1111,2617,JavaScript
1111,2617,Ruby
1111,2617,TypeScript
1112,2618,Bash/Shell/PowerShell
1112,2618,C++
1112,2618,C#
1113,2619,Bash/Shell/PowerShell
1113,2619,HTML/CSS
1113,2619,JavaScript
1113,2619,SQL
1113,2619,TypeScript
1114,2621,JavaScript
1114,2621,WebAssembly
1115,2624,HTML/CSS
1115,2624,JavaScript
1115,2624,Python
1115,2624,SQL
1116,2625,
1117,2627,Elixir
1117,2627,Go
1117,2627,HTML/CSS
1117,2627,TypeScript
1117,2627,WebAssembly
1118,2629,Clojure
1118,2629,JavaScript
1118,2629,SQL
1118,2629,TypeScript
1119,2631,Assembly
1119,2631,Bash/Shell/PowerShell
1119,2631,C
1119,2631,Python
1119,2631,SQL
1120,2634,Bash/Shell/PowerShell
1120,2634,C++
1120,2634,Go
1120,2634,Java
1120,2634,JavaScript
1120,2634,Objective-C
1120,2634,Python
1120,2634,R
1120,2634,Ruby
1120,2634,SQL
1121,2636,Dart
1121,2636,HTML/CSS
1121,2636,JavaScript
1121,2636,PHP
1121,2636,SQL
1121,2636,TypeScript
1121,2636,WebAssembly
1122,2638,Bash/Shell/PowerShell
1122,2638,C#
1122,2638,Go
1122,2638,Python
1122,2638,Ruby
1123,2640,Bash/Shell/PowerShell
1123,2640,Erlang
1123,2640,HTML/CSS
1123,2640,JavaScript
1123,2640,Ruby
1124,2643,Kotlin
1124,2643,TypeScript
1125,2646,C#
1125,2646,Go
1126,2649,JavaScript
1126,2649,Python
1126,2649,TypeScript
1127,2650,Java
1127,2650,JavaScript
1127,2650,Kotlin
1127,2650,SQL
1128,2651,Bash/Shell/PowerShell
1128,2651,Python
1128,2651,R
1128,2651,SQL
1129,2652,Elixir
1129,2652,Erlang
1129,2652,F#
1129,2652,Rust
1129,2652,Other(s):
1130,2654,HTML/CSS
1130,2654,JavaScript
1130,2654,Python
1130,2654,SQL
1130,2654,TypeScript
1131,2657,Bash/Shell/PowerShell
1131,2657,JavaScript
1131,2657,Ruby
1131,2657,SQL
1132,2658,Go
1132,2658,Ruby
1132,2658,SQL
1133,2661,Bash/Shell/PowerShell
1133,2661,Go
1133,2661,HTML/CSS
